Nest_label,Species,Year,Colony,Site,Latitude,Longitude,DateFound,StageFound,DateLastAlive,DateLastChecked,LastStage,Completed,SUCCESS
SGPE_2013_Camp__28,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Camp__29,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Camp__3,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Camp__30,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Camp__31,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Camp__32,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Camp__33,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Camp__34,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Camp__35,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Camp__36,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-08-28,2013-12-18,FAIL,0,0
SGPE_2013_Camp__37,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-08-28,2013-12-18,FAIL,0,0
SGPE_2013_Camp__38,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Camp__39,SGPE,2013,Low Hump,Camp,,,2013-08-27,,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Camp__4,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Camp__40,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-09-08,2013-12-18,FAIL,0,0
SGPE_2013_Camp__5,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Camp__6,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Camp__7,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Camp__8,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-09-19,2013-12-18,FAIL,0,0
SGPE_2013_Camp__9,SGPE,2013,Low Hump,Camp,,,2013-08-27,INCU,2013-08-28,2013-12-18,FAIL,0,0
SGPE_2013_Hidden__120,SGPE,2013,Low Hump,Hidden,,,2013-08-28,INCU,2013-09-19,2013-12-18,FAIL,0,0
SGPE_2013_Hidden__121,SGPE,2013,Low Hump,Hidden,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Hidden__122,SGPE,2013,Low Hump,Hidden,,,2013-08-28,INCU,2013-11-02,2013-12-18,FAIL,0,0
SGPE_2013_Old__107,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Old__123,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-09-19,2013-12-18,FAIL,0,0
SGPE_2013_Old__124,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-09-19,2013-12-18,FAIL,0,0
SGPE_2013_Old__125,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-09-19,2013-12-18,FAIL,0,0
SGPE_2013_Old__126,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-11-02,2013-12-18,FAIL,0,0
SGPE_2013_Old__127,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-09-08,2013-12-18,FAIL,0,0
SGPE_2013_Old__128,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Old__129,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-09-08,2013-12-18,FAIL,0,0
SGPE_2013_Old__130,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Old__131,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-11-02,2013-12-18,FAIL,0,0
SGPE_2013_Old__132,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-09-19,2013-12-18,FAIL,0,0
SGPE_2013_Old__133,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Old__134,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Old__135,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Old__136,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Old__137,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-11-30,2013-12-18,FAIL,0,0
SGPE_2013_Old__138,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-09-20,2013-12-18,FAIL,0,0
SGPE_2013_Old__139,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Old__140,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-09-08,2013-12-18,FAIL,0,0
SGPE_2013_Old__141,SGPE,2013,Low Hump,Old,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Old__172,SGPE,2013,Low Hump,Old,,,2013-09-03,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__142,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__143,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__144,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-09-20,2013-12-18,FAIL,0,0
SGPE_2013_TopofHill__145,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__146,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-09-20,2013-12-18,FAIL,0,0
SGPE_2013_TopofHill__147,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-08-28,2013-12-18,FAIL,0,0
SGPE_2013_TopofHill__148,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__149,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__150,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__151,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-09-08,2013-12-18,FAIL,0,0
SGPE_2013_TopofHill__152,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__153,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__154,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-09-20,2013-12-18,FAIL,0,0
SGPE_2013_TopofHill__155,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-09-19,2013-12-18,FAIL,0,0
SGPE_2013_TopofHill__156,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__157,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__158,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__159,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__160,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-09-20,2013-12-18,FAIL,0,0
SGPE_2013_TopofHill__161,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__162,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__163,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__164,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-11-02,2013-12-18,FAIL,0,0
SGPE_2013_TopofHill__165,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__166,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,,2013-09-19,2013-12-18,FAIL,0,0
SGPE_2013_TopofHill__167,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__168,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_TopofHill__169,SGPE,2013,Low Hump,Top of Hill,,,2013-08-28,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Tree__41,SGPE,2013,Low Hump,Tree,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Tree__42,SGPE,2013,Low Hump,Tree,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Tree__43,SGPE,2013,Low Hump,Tree,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Tree__44,SGPE,2013,Low Hump,Tree,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Tree__45,SGPE,2013,Low Hump,Tree,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Tree__46,SGPE,2013,Low Hump,Tree,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Tree__47,SGPE,2013,Low Hump,Tree,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Tree__48,SGPE,2013,Low Hump,Tree,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Tree__49,SGPE,2013,Low Hump,Tree,,,2013-08-27,INCU,2013-11-02,2013-12-18,FAIL,0,0
SGPE_2013_Tree__50,SGPE,2013,Low Hump,Tree,,,2013-08-27,INCU,2013-11-02,2013-12-18,FAIL,0,0
SGPE_2013_Tree__51,SGPE,2013,Low Hump,Tree,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Tree__52,SGPE,2013,Low Hump,Tree,,,2013-08-27,INCU,2013-09-19,2013-12-18,FAIL,0,0
SGPE_2013_Tree__53,SGPE,2013,Low Hump,Tree,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Tree__54,SGPE,2013,Low Hump,Tree,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2013_Tree__55,SGPE,2013,Low Hump,Tree,,,2013-08-27,INCU,2013-12-18,2013-12-18,CHIC,0,1
SGPE_2014_Main__101(122),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Main__102(126),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Main__129(175),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Main__130(176),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Main__132(142),SGPE,2014,Low Hump,Main,,,2014-09-17,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Main__133(165),SGPE,2014,Low Hump,Main,,,2014-10-08,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Main__49(50),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Main__51(52),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Main__53(54),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Main__60(61),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Main__62(63),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Main__63(64),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-09-06,2014-12-07,FAIL,0,0
SGPE_2014_Main__64(65),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Main__65(66),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Main__66(67),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-09-17,2014-12-07,FAIL,0,0
SGPE_2014_Main__67(68),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Main__68(69),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Main__69(70),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Main__70(71),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Main__71(73),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-09-06,2014-12-07,FAIL,0,0
SGPE_2014_Main__72(74),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Main__73(75),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-09-06,2014-12-07,FAIL,0,0
SGPE_2014_Main__74(77),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-09-06,2014-12-07,FAIL,0,0
SGPE_2014_Main__75(78),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-09-17,2014-12-07,FAIL,0,0
SGPE_2014_Main__76(79),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Main__77(80),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Main__78(81),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-09-06,2014-12-07,FAIL,0,0
SGPE_2014_Main__80(86),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Main__81(87),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Main__82(88),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-09-06,2014-12-07,FAIL,0,0
SGPE_2014_Main__83(90),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-09-06,2014-12-07,FAIL,0,0
SGPE_2014_Main__84(91),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Main__85(92),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Main__86(93),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-09-06,2014-12-07,FAIL,0,0
SGPE_2014_Main__87(94),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Main__88(95),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-09-21,2014-12-07,FAIL,0,0
SGPE_2014_Main__89(96),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-09-06,2014-12-07,FAIL,0,0
SGPE_2014_Main__90(97),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-09-06,2014-12-07,FAIL,0,0
SGPE_2014_Main__91(99),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-09-17,2014-12-07,FAIL,0,0
SGPE_2014_Main__92(100),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-09-21,2014-12-07,FAIL,0,0
SGPE_2014_Main__93(101),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-09-06,2014-12-07,FAIL,0,0
SGPE_2014_Main__94(103),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-09-17,2014-12-07,FAIL,0,0
SGPE_2014_Main__97(106),SGPE,2014,Low Hump,Main,,,2014-09-06,INCU,2014-09-06,2014-12-07,FAIL,0,0
SGPE_2014_Middle__40(41),SGPE,2014,Low Hump,Middle,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Middle__41(42),SGPE,2014,Low Hump,Middle,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Middle__42(43),SGPE,2014,Low Hump,Middle,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Middle__43(44),SGPE,2014,Low Hump,Middle,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Middle__44(45),SGPE,2014,Low Hump,Middle,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Middle__45(46),SGPE,2014,Low Hump,Middle,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Middle__46(47),SGPE,2014,Low Hump,Middle,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Middle__47(48),SGPE,2014,Low Hump,Middle,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Middle__48(49),SGPE,2014,Low Hump,Middle,,,2014-09-06,INCU,2014-09-17,2014-12-07,FAIL,0,0
SGPE_2014_Middle__50(51),SGPE,2014,Low Hump,Middle,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Middle__52(53),SGPE,2014,Low Hump,Middle,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Middle__54(55),SGPE,2014,Low Hump,Middle,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Middle__55(56),SGPE,2014,Low Hump,Middle,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Middle__56(57),SGPE,2014,Low Hump,Middle,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Middle__57(58),SGPE,2014,Low Hump,Middle,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Middle__58(59),SGPE,2014,Low Hump,Middle,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Middle__59(60),SGPE,2014,Low Hump,Middle,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Middle__61(62),SGPE,2014,Low Hump,Middle,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__100(116),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-09-06,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__103(127),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__104(128),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__105(129),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__106(130),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__107(131),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__108(132),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__109(133),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__110(134),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__111(136),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__112(137),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__113(138),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__114(139),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__115(140),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__116(141),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__117(143),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__118(144),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__119(146),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__120(147),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__121(148),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__122(149),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__123(150),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__124(151),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__125(152),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__126(153),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__127(154),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__79(82),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__95(104),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Ridge__98(109),SGPE,2014,Low Hump,Ridge,,,2014-09-17,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Ridge__99(110),SGPE,2014,Low Hump,Ridge,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Top__1,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Top__10,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Top__11,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Top__12,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2014-09-21,2014-12-07,FAIL,0,0
SGPE_2014_Top__128(174),SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Top__13,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Top__131(177),SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Top__14,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Top__15,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2014-09-21,2014-12-07,FAIL,0,0
SGPE_2014_Top__16,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Top__17,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Top__18,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Top__19,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Top__2,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Top__20,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Top__21,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2014-09-21,2014-12-07,FAIL,0,0
SGPE_2014_Top__22,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Top__23,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
SGPE_2014_Top__24,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2014-10-30,2014-12-07,FAIL,0,0
SGPE_2014_Top__25,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Top__26,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Top__27,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2015-01-08,2015-01-08,CHIC,0,1
SGPE_2014_Top__28,SGPE,2014,Low Hump,Top,,,2014-09-06,INCU,2014-10-08,2014-12-07,FAIL,0,0
