Nest_label,Species,Year,Colony,Site,Latitude,Longitude,DateFound,StageFound,DateLastAlive,DateLastChecked,LastStage,Completed,SUCCESS
ANTE_2016_Cyclops__1,ANTE,2016,Cyclops,Cyclops,,,2016-12-06,INCU,2016-12-30,2017-01-25,FLED,1,1
ANTE_2016_Cyclops__10,ANTE,2016,Cyclops,Cyclops,,,2017-01-06,INCU,2017-01-25,2017-02-24,FLED,1,1
ANTE_2016_Cyclops__12,ANTE,2016,Cyclops,Cyclops,,,2017-01-06,INCU,2017-01-25,2017-02-24,FLED,1,1
ANTE_2016_Cyclops__13,ANTE,2016,Cyclops,Cyclops,,,2017-02-24,CHIC,2017-02-24,2017-02-24,CHIC,0,1
ANTE_2016_Cyclops__2,ANTE,2016,Cyclops,Cyclops,,,2016-12-06,INCU,2017-01-06,2017-01-25,FLED,1,1
ANTE_2016_Cyclops__3,ANTE,2016,Cyclops,Cyclops,,,2016-12-06,INCU,2017-01-06,2017-01-25,FAIL,0,0
ANTE_2016_Cyclops__4,ANTE,2016,Cyclops,Cyclops,,,2016-12-06,INCU,2016-12-06,2016-12-30,FAIL,0,0
ANTE_2016_Cyclops__5,ANTE,2016,Cyclops,Cyclops,,,2016-12-06,INCU,2016-12-06,2016-12-30,FAIL,0,0
ANTE_2016_Cyclops__7,ANTE,2016,Cyclops,Cyclops,,,2016-12-30,INCU,2017-01-25,2017-02-24,FLED,1,1
ANTE_2016_Cyclops__8,ANTE,2016,Cyclops,Cyclops,,,2016-12-30,INCU,2016-12-30,2017-01-06,FAIL,0,0
ANTE_2016_Cyclops__9,ANTE,2016,Cyclops,Cyclops,,,2016-12-30,INCU,2017-01-25,2017-02-24,FLED,1,1
ANTE_2016_Rivercrossing__1,ANTE,2016,Unknown,Rivercrossing,,,2017-01-06,INCU,2017-01-25,2017-02-17,FLED,1,1
ANTE_2016_Snoekgat__1,ANTE,2016,Snoekgat,Snoekgat,,,2016-12-28,CHIC,2017-01-06,2017-02-17,FLED,1,1
ANTE_2016_Snoekgat__2,ANTE,2016,Snoekgat,Snoekgat,,,2016-12-28,INCU,2016-12-28,2017-01-06,FAIL,0,0
ANTE_2016_Snoekgat__4,ANTE,2016,Snoekgat,Snoekgat,,,2016-12-28,INCU,2017-01-06,2017-02-17,FAIL,0,0
ANTE_2016_Snoekgat__6,ANTE,2016,Snoekgat,Snoekgat,,,2017-01-06,INCU,2017-01-06,2017-01-21,FAIL,0,0
ANTE_2016_Snoekgat__7,ANTE,2016,Snoekgat,Snoekgat,,,2017-01-21,INCU,2017-02-17,2017-02-17,CHIC,0,1
ATPE_2013_SealBeach_1_25,ATPE,2013,Seal Beach,1,,,2013-12-20,CHIC,2013-12-20,2014-04-20,FAIL,0,0
ATPE_2013_SealBeach_1_25,ATPE,2013,Seal Beach,Seal Beach,,,2013-12-20,CHIC,2013-12-20,2014-04-20,FAIL,0,0
ATPE_2013_SealBeach_5_45,ATPE,2013,Seal Beach,5,,,2013-12-20,CHIC,2013-12-20,2014-04-20,FAIL,0,0
ATPE_2013_SealBeach_5_45,ATPE,2013,Seal Beach,Seal Beach,,,2013-12-20,CHIC,2013-12-20,2014-04-20,FAIL,0,0
ATPE_2013_SealBeach_5_51,ATPE,2013,Seal Beach,5,,,2013-12-20,CHIC,2013-12-20,2014-04-20,FAIL,0,0
ATPE_2013_SealBeach_5_51,ATPE,2013,Seal Beach,Seal Beach,,,2013-12-20,CHIC,2013-12-20,2014-04-20,FAIL,0,0
ATPE_2013_SealBeach_7_68,ATPE,2013,Seal Beach,7,,,2013-12-20,CHIC,2013-12-20,2014-04-20,FAIL,0,0
ATPE_2013_SealBeach_7_68,ATPE,2013,Seal Beach,Seal Beach,,,2013-12-20,CHIC,2013-12-20,2014-04-20,FAIL,0,0
ATPE_2013_SealBeach_7_73,ATPE,2013,Seal Beach,7,,,2013-12-20,CHIC,2013-12-20,2014-04-20,FAIL,0,0
ATPE_2013_SealBeach_7_73,ATPE,2013,Seal Beach,Seal Beach,,,2013-12-20,CHIC,2013-12-20,2014-04-20,FAIL,0,0
ATPE_2013_Snoekgat_8_49,ATPE,2013,Snoekgat,8,,,2013-12-19,CHIC,2013-12-19,2014-04-20,FAIL,0,0
ATPE_2013_Snoekgat_8_49,ATPE,2013,Snoekgat,Snoekgat,,,2013-12-19,CHIC,2013-12-19,2014-04-20,FAIL,0,0
ATPE_2013_Snoekgat_8_66,ATPE,2013,Snoekgat,8,,,2013-12-19,CHIC,2013-12-19,2014-04-20,FAIL,0,0
ATPE_2013_Snoekgat_8_66,ATPE,2013,Snoekgat,Snoekgat,,,2013-12-19,CHIC,2013-12-19,2014-04-20,FAIL,0,0
ATPE_2013_Tumbledown_1_11,ATPE,2013,Tumbledown,1,,,2013-12-21,CHIC,2013-12-21,2014-04-19,FAIL,0,0
ATPE_2013_Tumbledown_1_11,ATPE,2013,Tumbledown,Tumbledown,,,2013-12-21,CHIC,2013-12-21,2014-04-19,FAIL,0,0
ATPE_2013_Tumbledown_1_19,ATPE,2013,Tumbledown,1,,,2013-12-21,CHIC,2013-12-21,2014-04-19,FAIL,0,0
ATPE_2013_Tumbledown_1_19,ATPE,2013,Tumbledown,Tumbledown,,,2013-12-21,CHIC,2013-12-21,2014-04-19,FAIL,0,0
ATPE_2013_Tumbledown_1_25,ATPE,2013,Tumbledown,1,,,2013-12-21,CHIC,2013-12-21,2014-04-19,FAIL,0,0
ATPE_2013_Tumbledown_1_25,ATPE,2013,Tumbledown,Tumbledown,,,2013-12-21,CHIC,2013-12-21,2014-04-19,FAIL,0,0
ATPE_2013_Tumbledown_1_26,ATPE,2013,Tumbledown,1,,,2013-12-21,CHIC,2013-12-21,2014-04-19,FAIL,0,0
ATPE_2013_Tumbledown_1_26,ATPE,2013,Tumbledown,Tumbledown,,,2013-12-21,CHIC,2013-12-21,2014-04-19,FAIL,0,0
ATPE_2013_Tumbledown_1_27,ATPE,2013,Tumbledown,1,,,2013-12-21,CHIC,2013-12-21,2014-04-19,FAIL,0,0
ATPE_2013_Tumbledown_1_27,ATPE,2013,Tumbledown,Tumbledown,,,2013-12-21,CHIC,2013-12-21,2014-04-19,FAIL,0,0
ATPE_2013_Tumbledown_1_3,ATPE,2013,Tumbledown,1,,,2013-12-21,CHIC,2013-12-21,2014-04-19,FAIL,0,0
ATPE_2013_Tumbledown_1_3,ATPE,2013,Tumbledown,Tumbledown,,,2013-12-21,CHIC,2013-12-21,2014-04-19,FAIL,0,0
ATPE_2013_Tumbledown_1_33,ATPE,2013,Tumbledown,1,,,2013-12-21,CHIC,2013-12-21,2014-04-19,FAIL,0,0
ATPE_2013_Tumbledown_1_33,ATPE,2013,Tumbledown,Tumbledown,,,2013-12-21,CHIC,2013-12-21,2014-04-19,FAIL,0,0
ATPE_2013_Tumbledown_2_48,ATPE,2013,Tumbledown,2,,,2013-12-21,CHIC,2013-12-21,2014-04-19,FAIL,0,0
ATPE_2013_Tumbledown_2_48,ATPE,2013,Tumbledown,Tumbledown,,,2013-12-21,CHIC,2013-12-21,2014-04-19,FAIL,0,0
AYNA_2006_BriansYNcolony__100,AYNA,2006,,Brians YN colony,,,2006-09-20,,2006-09-20,2006-09-20,INCU,0,1
AYNA_2006_BriansYNcolony__105,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__111,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-09-28,2006-09-28,INCU,0,1
AYNA_2006_BriansYNcolony__16,AYNA,2006,,Brians YN colony,,,2006-09-20,,2006-12-13,2007-03-08,FAIL,0,0
AYNA_2006_BriansYNcolony__169,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-11-26,2006-11-26,INCU,0,1
AYNA_2006_BriansYNcolony__17,AYNA,2006,,Brians YN colony,,,2006-10-28,,2006-10-28,2006-10-28,INCU,0,1
AYNA_2006_BriansYNcolony__18,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__183,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FAIL,0,0
AYNA_2006_BriansYNcolony__186,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__203,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-10-19,2006-10-19,INCU,0,1
AYNA_2006_BriansYNcolony__204,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__205,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__22,AYNA,2006,,Brians YN colony,,,2006-10-11,,2006-10-11,2006-10-11,INCU,0,1
AYNA_2006_BriansYNcolony__23,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-10-19,2006-12-13,FAIL,0,0
AYNA_2006_BriansYNcolony__24,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__25,AYNA,2006,,Brians YN colony,,,2006-09-24,INCU,2006-10-28,2006-11-26,FAIL,0,0
AYNA_2006_BriansYNcolony__3,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-10-28,2006-11-08,FAIL,0,0
AYNA_2006_BriansYNcolony__301,AYNA,2006,,Brians YN colony,,,2006-09-28,INCU,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__302,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__303,AYNA,2006,,Brians YN colony,,,2006-09-20,,2006-12-13,2007-03-08,FAIL,0,0
AYNA_2006_BriansYNcolony__304,AYNA,2006,,Brians YN colony,,,2006-11-08,,2006-11-08,2006-11-08,INCU,0,1
AYNA_2006_BriansYNcolony__306,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2006-12-13,INCU,0,1
AYNA_2006_BriansYNcolony__308,AYNA,2006,,Brians YN colony,,,2006-11-08,,2006-11-08,2006-11-08,INCU,0,1
AYNA_2006_BriansYNcolony__310,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__314,AYNA,2006,,Brians YN colony,,,2006-09-24,,2006-11-26,2006-11-26,INCU,0,1
AYNA_2006_BriansYNcolony__315,AYNA,2006,,Brians YN colony,,,2006-09-28,INCU,2006-12-13,2007-03-08,FAIL,0,0
AYNA_2006_BriansYNcolony__318,AYNA,2006,,Brians YN colony,,,2006-09-24,,2006-10-03,2006-10-03,INCU,0,1
AYNA_2006_BriansYNcolony__320,AYNA,2006,,Brians YN colony,,,2006-11-26,,2006-11-26,2006-11-26,INCU,0,1
AYNA_2006_BriansYNcolony__322,AYNA,2006,,Brians YN colony,,,2006-09-30,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__323,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FAIL,0,0
AYNA_2006_BriansYNcolony__326,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__327,AYNA,2006,,Brians YN colony,,,2006-10-11,,2006-10-11,2006-10-11,INCU,0,1
AYNA_2006_BriansYNcolony__328,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__331,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-11-26,2006-11-26,INCU,0,1
AYNA_2006_BriansYNcolony__332,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-11-26,2006-11-26,INCU,0,1
AYNA_2006_BriansYNcolony__333,AYNA,2006,,Brians YN colony,,,2006-11-08,,2006-11-26,2006-11-26,INCU,0,1
AYNA_2006_BriansYNcolony__335,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FAIL,0,0
AYNA_2006_BriansYNcolony__336,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__339,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__343,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-09-28,2006-10-19,FAIL,0,0
AYNA_2006_BriansYNcolony__4,AYNA,2006,,Brians YN colony,,,2006-11-08,,2006-11-08,2006-11-08,INCU,0,1
AYNA_2006_BriansYNcolony__400,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__401,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FAIL,0,0
AYNA_2006_BriansYNcolony__402,AYNA,2006,,Brians YN colony,,,2006-11-26,,2006-11-26,2006-11-26,INCU,0,1
AYNA_2006_BriansYNcolony__404,AYNA,2006,,Brians YN colony,,,2006-09-24,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__405,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__406,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__407,AYNA,2006,,Brians YN colony,,,2006-09-28,INCU,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__411,AYNA,2006,,Brians YN colony,,,2006-09-05,,2006-11-26,2006-12-13,FAIL,0,0
AYNA_2006_BriansYNcolony__413,AYNA,2006,,Brians YN colony,,,2006-09-20,,2006-10-03,2006-11-08,FAIL,0,0
AYNA_2006_BriansYNcolony__414,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-09-20,2006-09-20,INCU,0,1
AYNA_2006_BriansYNcolony__415,AYNA,2006,,Brians YN colony,,,2006-09-20,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__419,AYNA,2006,,Brians YN colony,,,2006-09-20,,2006-09-20,2006-09-20,INCU,0,1
AYNA_2006_BriansYNcolony__420,AYNA,2006,,Brians YN colony,,,2006-10-03,,2006-10-03,2006-10-03,INCU,0,1
AYNA_2006_BriansYNcolony__425,AYNA,2006,,Brians YN colony,,,2006-09-20,,2006-12-13,2007-03-08,FAIL,0,0
AYNA_2006_BriansYNcolony__426,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-10-19,2006-10-19,INCU,0,1
AYNA_2006_BriansYNcolony__430,AYNA,2006,,Brians YN colony,,,2006-09-20,,2006-09-20,2006-09-28,FAIL,0,0
AYNA_2006_BriansYNcolony__45,AYNA,2006,,Brians YN colony,,,2006-09-20,,2006-11-26,2006-11-26,INCU,0,1
AYNA_2006_BriansYNcolony__48,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__49,AYNA,2006,,Brians YN colony,,,2006-09-24,,2006-09-28,2006-09-28,INCU,0,1
AYNA_2006_BriansYNcolony__503,AYNA,2006,,Brians YN colony,,,2006-09-20,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__52,AYNA,2006,,Brians YN colony,,,2006-10-11,,2006-11-26,2006-11-26,INCU,0,1
AYNA_2006_BriansYNcolony__55,AYNA,2006,,Brians YN colony,,,2006-09-24,,2006-12-13,2007-03-08,FAIL,0,0
AYNA_2006_BriansYNcolony__60,AYNA,2006,,Brians YN colony,,,2006-09-24,INCU,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__600,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__601,AYNA,2006,,Brians YN colony,,,2006-09-30,,2006-10-28,2006-10-28,INCU,0,1
AYNA_2006_BriansYNcolony__602,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FAIL,0,0
AYNA_2006_BriansYNcolony__603,AYNA,2006,,Brians YN colony,,,2006-09-20,INCU,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__604,AYNA,2006,,Brians YN colony,,,2006-09-24,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__605,AYNA,2006,,Brians YN colony,,,2006-09-28,INCU,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__606,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FAIL,0,0
AYNA_2006_BriansYNcolony__607,AYNA,2006,,Brians YN colony,,,2006-09-20,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__608,AYNA,2006,,Brians YN colony,,,2006-09-28,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__609,AYNA,2006,,Brians YN colony,,,2006-09-28,,2006-10-19,2006-10-19,INCU,0,1
AYNA_2006_BriansYNcolony__610,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__611,AYNA,2006,,Brians YN colony,,,2006-09-24,,2006-11-26,2006-11-26,INCU,0,1
AYNA_2006_BriansYNcolony__612,AYNA,2006,,Brians YN colony,,,2006-10-03,,2006-10-03,2006-10-03,INCU,0,1
AYNA_2006_BriansYNcolony__63,AYNA,2006,,Brians YN colony,,,2006-09-20,,2006-12-13,2007-03-08,FAIL,0,0
AYNA_2006_BriansYNcolony__69,AYNA,2006,,Brians YN colony,,,2006-10-28,,2006-10-28,2006-10-28,INCU,0,1
AYNA_2006_BriansYNcolony__7,AYNA,2006,,Brians YN colony,,,2006-09-20,,2006-09-20,2006-09-20,INCU,0,1
AYNA_2006_BriansYNcolony__74,AYNA,2006,,Brians YN colony,,,2006-09-17,INCU,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__75,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2006-12-13,INCU,0,1
AYNA_2006_BriansYNcolony__76,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__8,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-09-28,2007-03-08,FAIL,0,0
AYNA_2006_BriansYNcolony__88,AYNA,2006,,Brians YN colony,,,2006-09-20,,2006-12-13,2007-03-08,FLED,1,1
AYNA_2006_BriansYNcolony__9,AYNA,2006,,Brians YN colony,,,2006-09-17,,2006-10-28,2006-11-08,FAIL,0,0
AYNA_2006_BriansYNcolony__90,AYNA,2006,,Brians YN colony,,,2006-09-05,,2006-12-13,2007-03-08,FAIL,0,0
BBPR_2009___BBP5,BBPR,2009,,,,,2009-11-12,CHIC,2009-11-23,2009-12-02,FAIL,0,0
BBPR_2009___BBP6,BBPR,2009,,,,,2009-11-12,INCU,2009-11-12,2009-12-02,FAIL,0,0
BBPR_2009_bypaintstore__BBP1,BBPR,2009,Weather station,by paint store,,,2009-10-20,,2009-11-12,2009-12-02,FAIL,0,0
BBPR_2009_bySaginashed__BBP3,BBPR,2009,Weather station,by Sagina shed,,,2009-10-20,,2009-10-20,2009-11-24,FAIL,0,0
BBPR_2009_infrontoffoodstore__BBP2,BBPR,2009,Weather station,in front of food store,,,2009-10-20,,2009-11-12,2009-12-02,FAIL,0,0
BBPR_2009_infrontoflab__BBP10,BBPR,2009,Weather station,in front of lab,,,2009-11-24,CHIC,2009-11-24,2009-12-02,FAIL,0,0
BBPR_2009_infrontoflab__BBP11,BBPR,2009,Weather station,in front of lab,,,2009-11-24,CHIC,2009-11-24,2009-12-02,FAIL,0,0
BBPR_2009_infrontoflab__BBP12,BBPR,2009,Weather station,in front of lab,,,2009-11-24,CHIC,2009-11-24,2009-12-02,FAIL,0,0
BBPR_2009_infrontoflab__BBP13,BBPR,2009,Weather station,in front of lab,,,2009-11-24,CHIC,2009-11-24,2009-12-02,FAIL,0,0
BBPR_2009_infrontoflab__BBP9,BBPR,2009,Weather station,in front of lab,,,2009-11-23,CHIC,2009-11-23,2009-12-02,FAIL,0,0
BBPR_2009_OutsidePrionCaveentrance__BBP7,BBPR,2009,Prion Cave,Outside Prion Cave entrance,,,2009-11-13,CHIC,2009-12-27,2010-01-04,FAIL,0,0
BBPR_2009_OutsidePrionCaveentrance__BBP8,BBPR,2009,Prion Cave,Outside Prion Cave entrance,40.35263,9.88532,2009-11-13,CHIC,2010-01-04,2010-01-11,FLED,1,1
BBPR_2009_toleftofSkivvygat__BBP4,BBPR,2009,Weather station,to left of Skivvygat,,,2009-10-20,,2009-10-20,2009-12-02,FAIL,0,0
BBPR_2015_Blechnambridge__PV11,BBPR,2015,Blechnum Bridge,Blechnam bridge,,,2014-01-02,FAIL,2014-10-06,2014-10-16,FAIL,0,0
BBPR_2015_Goldenhighway__PV02,BBPR,2015,Golden Highway,Golden highway,,,2014-01-02,FAIL,2014-10-16,2014-10-16,INCU,0,1
BBPR_2015_Goldenhighway__PV05,BBPR,2015,Golden Highway,Golden highway,,,2014-01-02,FAIL,2014-10-16,2014-10-16,INCU,0,1
BBPR_2015_Goldenhighway__PV067,BBPR,2015,Golden Highway,Golden highway,,,2014-01-02,FAIL,2014-10-16,2014-10-16,CHIC,0,1
BBPR_2015_Goldenhighway__PV08,BBPR,2015,Golden Highway,Golden highway,,,2014-01-02,FAIL,2014-10-06,2014-10-16,FAIL,0,0
BBPR_2015_Goldenhighway__PV09,BBPR,2015,Golden Highway,Golden highway,,,2014-01-02,FAIL,2014-10-06,2014-10-16,FAIL,0,0
BBPR_2015_Goldenhighway__PV10,BBPR,2015,Golden Highway,Golden highway,,,2014-01-02,FAIL,2014-10-16,2014-10-16,INCU,0,1
BBPR_2015_Prioncave__1,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-11,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__10,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2014-12-31,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__11,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2014-11-25,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__12,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-02,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__13,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2014-12-08,2015-02-01,INCU,0,0
BBPR_2015_Prioncave__14,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2015-01-21,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__15,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2015-01-21,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__16,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2015-01-17,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__17,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-19,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__18,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2015-01-21,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__19,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-17,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__2,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2014-12-12,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__20,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2014-12-03,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__21,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2014-12-12,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__22,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2014-12-31,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__23,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2014-12-12,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__24,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-06,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__25,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2014-12-08,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__26,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2014-12-24,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__27,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2015-01-21,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__28,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2014-12-19,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__29,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2015-01-04,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__3,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2014-12-08,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__30,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-14,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__31,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2014-11-25,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__32,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2015-01-16,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__33,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2014-12-12,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__34,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2014-12-08,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__35,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2015-01-21,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__36,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-05,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__37,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2014-12-19,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__38,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2014-12-08,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__39,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2014-12-03,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__4,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-21,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__40,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2014-12-24,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__41,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2014-12-08,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__42,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2014-12-24,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__43,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-21,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__44,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-21,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__45,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2014-12-24,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__46,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-21,2015-02-01,FAIL,0,0
